estimated_study_hours,hours_left_until_deadline,completion_percentage,difficulty,risk_level
12.1,18.5,20.5,Easy,Medium
7.3,58.9,48.5,Easy,Low
9.3,4.7,19.0,Easy,Medium
8.4,33.0,67.6,Medium,Low
3.7,107.0,42.9,Easy,Low
10.3,23.8,35.7,Easy,Low
6.0,15.1,39.0,Hard,Medium
14.0,9.0,34.7,Hard,High
7.4,20.7,59.6,Hard,Low
7.0,42.0,49.7,Easy,Low
16.1,9.1,30.6,Medium,High
11.1,6.6,39.3,Easy,High
7.7,89.9,54.2,Hard,Low
4.2,117.7,78.2,Easy,Low
7.6,4.6,34.7,Hard,High
5.7,51.7,33.2,Medium,Low
7.9,162.2,41.0,Medium,Low
9.0,42.4,68.9,Medium,Low
13.9,10.1,11.9,Medium,High
4.8,46.6,23.3,Easy,Low
12.5,43.9,47.6,Hard,Low
8.6,68.8,46.8,Easy,Low
20.0,16.2,5.3,Medium,High
3.6,20.4,41.9,Hard,Low
4.4,58.3,42.6,Medium,Low
14.3,27.1,56.0,Hard,Medium
3.8,45.1,24.4,Hard,Low
14.1,15.9,7.2,Easy,High
9.5,37.4,57.8,Hard,Medium
7.3,50.9,22.7,Hard,Low
3.8,42.8,74.2,Hard,Low
7.6,81.6,84.1,Medium,Low
3.1,144.8,92.6,Hard,Low
14.5,13.7,23.8,Medium,High
8.8,70.7,56.4,Easy,Low
12.6,59.3,38.0,Easy,Low
11.3,23.7,29.3,Medium,Medium
9.6,18.1,11.5,Medium,Medium
7.2,14.6,9.9,Hard,Medium
14.4,24.3,46.0,Hard,Medium
4.1,44.2,91.6,Hard,Low
6.0,30.3,66.8,Hard,Low
8.4,26.5,32.9,Medium,Low
1.6,94.0,62.9,Hard,Low
10.4,15.3,14.7,Easy,Medium
9.0,36.1,23.8,Hard,Low
8.9,157.5,42.4,Medium,Low
10.9,17.1,6.5,Medium,Medium
11.2,15.4,29.3,Medium,Medium
3.3,36.1,40.2,Hard,Low
6.5,56.1,22.7,Hard,Low
3.7,106.3,49.7,Easy,Low
6.4,21.0,20.8,Medium,Low
13.5,14.6,16.2,Hard,High
16.7,16.2,24.3,Hard,High
9.9,13.7,62.7,Medium,Medium
9.2,53.1,35.5,Medium,Low
4.8,26.9,36.1,Hard,Low
5.1,22.2,32.4,Easy,Low
10.1,12.4,38.8,Easy,Medium
15.7,2.5,19.7,Easy,High
6.8,149.7,80.7,Easy,Low
8.6,164.6,81.6,Easy,Low
6.1,19.9,37.7,Easy,Low
15.4,18.4,14.1,Medium,High
4.9,33.4,37.5,Hard,Low
19.6,10.5,4.7,Medium,High
2.6,159.1,50.0,Hard,Low
8.6,8.2,33.2,Easy,Medium
17.5,17.6,12.2,Medium,High
4.1,41.8,56.2,Medium,Low
9.9,90.1,97.9,Hard,High
16.2,4.3,3.3,Medium,High
5.0,54.9,30.6,Hard,Low
2.1,70.9,67.0,Medium,Low
7.7,30.1,29.8,Hard,Low
6.9,6.1,33.6,Hard,High
8.2,112.7,94.8,Medium,Low
7.4,69.6,40.5,Hard,Low
2.0,136.6,65.8,Easy,Low
7.9,44.5,64.0,Easy,Low
5.4,7.3,34.1,Easy,Medium
8.3,11.9,31.6,Medium,Medium
9.3,61.3,71.0,Easy,Low
15.0,1.0,13.6,Hard,High
18.0,14.0,20.1,Hard,High
5.8,35.2,48.8,Easy,High
14.3,53.0,25.3,Easy,Low
9.9,24.8,21.9,Hard,Medium
8.9,14.6,61.0,Hard,Medium
7.3,67.7,90.2,Hard,Low
1.7,141.8,97.6,Medium,Low
4.4,63.8,73.2,Easy,Medium
4.1,26.5,65.5,Easy,Low
8.8,103.8,49.3,Hard,Low
10.1,57.4,25.3,Easy,Low
8.9,15.9,0.6,Medium,Medium
3.5,119.6,85.0,Easy,Low
13.6,2.1,31.8,Hard,High
1.5,53.6,65.6,Easy,Low
9.4,140.0,84.9,Medium,Low
17.1,4.7,18.1,Medium,High
14.0,21.6,58.6,Medium,Medium
14.2,49.9,26.3,Medium,Low
9.7,30.0,35.7,Medium,Low
6.6,103.5,67.5,Hard,Low
10.3,8.8,5.0,Hard,High
14.1,40.3,59.9,Medium,Low
4.3,50.6,41.9,Hard,Low
15.3,4.1,28.7,Hard,High
8.1,84.9,83.2,Easy,Medium
8.7,128.6,74.0,Hard,Low
13.5,41.2,64.7,Hard,Low
6.3,137.8,60.1,Easy,Low
18.0,5.0,24.6,Easy,High
9.4,2.8,30.3,Hard,High
5.5,70.3,64.7,Hard,Low
7.4,13.6,0.7,Hard,High
3.3,51.7,28.3,Easy,Low
3.9,90.5,63.0,Hard,Low
12.5,15.1,49.4,Medium,Medium
6.2,34.2,46.0,Hard,Low
6.9,109.1,57.8,Hard,Low
3.3,59.3,66.6,Medium,Low
7.5,14.1,18.3,Hard,Medium
6.6,59.6,45.8,Medium,Low
3.0,36.0,42.5,Medium,Low
2.1,105.1,52.1,Medium,Low
6.8,131.2,56.6,Easy,Low
7.0,14.6,57.1,Medium,Low
9.7,89.8,96.2,Medium,Low
17.7,9.5,7.8,Medium,High
8.5,13.3,35.2,Hard,Medium
9.4,78.5,85.4,Medium,Low
19.4,3.9,9.8,Easy,High
5.0,39.5,25.0,Easy,Low
13.3,1.4,38.9,Hard,High
6.0,2.1,13.4,Hard,High
17.4,18.8,21.8,Hard,High
14.5,11.4,4.8,Easy,High
9.4,55.4,32.2,Medium,Medium
7.4,57.2,69.2,Medium,Low
6.9,6.2,37.1,Hard,High
1.8,45.0,78.8,Hard,Low
5.6,84.9,80.8,Medium,Low
18.0,16.5,29.2,Medium,High
11.0,41.8,46.1,Medium,Low
3.6,57.7,69.6,Easy,Low
19.4,1.0,29.6,Hard,High
3.7,33.2,64.4,Medium,Low
5.6,52.2,67.8,Easy,Low
16.3,2.1,11.6,Easy,High
9.3,29.6,34.2,Medium,Low
2.4,137.8,91.2,Medium,Low
17.8,15.8,7.4,Medium,High
10.1,15.4,61.1,Hard,Medium
19.7,12.8,27.5,Medium,High
10.5,3.2,28.7,Medium,High
5.9,4.5,28.0,Easy,High
6.0,163.1,42.5,Medium,Low
13.9,11.2,24.2,Medium,High
12.2,18.4,30.6,Medium,Medium
12.9,4.3,16.9,Easy,High
17.9,9.7,15.7,Hard,High
5.1,22.1,23.2,Easy,Low
3.1,11.8,49.4,Easy,Low
15.4,12.5,7.1,Hard,High
9.9,0.9,33.2,Hard,High
17.0,16.6,19.0,Hard,High
8.6,113.2,49.2,Medium,Low
11.6,13.4,1.2,Hard,High
10.3,49.9,53.0,Hard,Low
3.8,101.6,67.1,Medium,Low
7.8,0.8,17.7,Hard,High
9.2,85.3,56.5,Easy,Low
10.5,30.4,59.6,Easy,Low
4.6,153.4,90.4,Hard,Low
19.5,13.0,26.9,Hard,High
9.8,38.6,45.9,Medium,Low
3.1,88.0,45.5,Easy,Low
14.1,52.0,36.1,Hard,Low
6.3,12.0,34.0,Hard,Medium
2.1,132.0,46.8,Easy,Low
13.5,24.8,35.4,Hard,Medium
4.6,131.3,80.3,Easy,Low
13.6,13.4,11.6,Easy,High
15.3,18.2,6.1,Hard,High
4.8,113.6,69.2,Easy,Low
1.1,100.5,65.3,Easy,Low
9.1,151.0,64.4,Medium,Low
6.2,17.4,28.6,Hard,High
14.3,19.0,29.6,Hard,High
7.2,16.7,10.9,Medium,Medium
11.4,34.3,43.8,Hard,Low
5.5,27.1,22.7,Medium,Low
9.4,25.2,36.4,Medium,Low
3.7,53.7,64.2,Easy,Low
13.1,14.2,29.0,Easy,Medium
13.0,33.3,23.1,Easy,Low
7.0,7.8,30.6,Easy,Medium
14.4,14.2,21.8,Easy,Medium
7.4,2.4,27.9,Hard,High
18.6,18.6,13.9,Hard,High
5.8,32.3,62.4,Medium,Low
12.3,49.7,29.4,Hard,Low
13.2,23.9,52.8,Hard,Medium
8.9,11.3,19.5,Hard,High
12.2,5.0,16.5,Medium,High
3.0,128.0,62.4,Hard,Low
10.9,3.5,4.8,Medium,High
4.8,46.1,87.6,Easy,Low
7.9,140.0,51.7,Easy,Low
2.6,56.7,43.0,Hard,Low
8.2,38.8,40.0,Hard,Low
8.4,126.7,63.8,Medium,Low
13.1,45.6,48.0,Medium,Low
8.5,49.2,42.7,Hard,Low
13.0,49.5,31.1,Medium,Low
6.5,26.1,64.7,Easy,Low
3.9,21.8,67.4,Easy,Low
13.7,9.1,28.5,Medium,High
6.8,85.4,42.7,Hard,Low
4.1,13.8,47.9,Hard,Low
13.3,5.0,7.2,Easy,High
12.1,12.1,67.5,Easy,Medium
6.6,40.8,32.1,Easy,Low
19.7,12.5,10.4,Medium,High
4.0,45.6,47.8,Medium,Low
13.3,36.3,37.4,Hard,Medium
5.5,134.2,63.2,Easy,Low
7.8,16.0,33.7,Easy,Medium
7.2,101.6,48.5,Hard,Low
10.0,47.9,59.6,Medium,Low
13.1,49.5,45.9,Easy,Low
5.7,10.0,23.8,Medium,Medium
10.5,8.2,24.1,Hard,High
7.7,12.9,5.0,Hard,Low
14.1,56.8,56.0,Easy,Low
7.0,17.1,35.1,Medium,Medium
15.3,8.1,7.1,Hard,High
14.6,53.5,40.3,Hard,Low
18.4,7.7,3.3,Medium,High
5.5,44.3,64.6,Hard,Low
9.3,67.6,96.9,Medium,Low
8.4,139.2,62.0,Medium,Low
19.5,16.4,34.2,Hard,High
5.0,87.4,97.0,Hard,Low
5.8,50.3,69.2,Medium,Low
5.3,132.2,68.7,Medium,Low
2.7,113.0,80.1,Easy,Low
6.1,124.1,96.9,Hard,Low
8.9,5.6,10.8,Easy,High
10.9,19.2,1.3,Easy,Medium
10.5,5.1,28.8,Medium,High
13.7,10.3,29.3,Easy,High
11.4,45.8,45.8,Hard,Low
10.4,23.5,64.5,Medium,Low
12.4,22.9,33.0,Easy,Medium
5.8,39.6,21.1,Medium,High
14.3,13.8,30.1,Medium,High
5.5,6.7,7.7,Medium,High
8.3,127.8,83.2,Hard,Low
1.8,69.3,88.4,Easy,Low
9.2,34.4,49.2,Hard,Low
14.0,14.5,24.6,Hard,High
7.5,159.6,43.6,Medium,Low
18.8,16.5,5.7,Hard,High
19.7,8.0,36.3,Easy,High
17.6,18.5,35.6,Medium,Medium
7.7,14.4,37.8,Medium,Medium
6.3,12.5,30.1,Easy,Medium
10.5,7.6,2.8,Easy,High
11.3,18.3,30.7,Medium,Medium
6.0,54.0,29.7,Medium,Low
14.6,24.4,44.9,Medium,Medium
8.7,41.3,39.2,Hard,Low
8.5,22.7,61.4,Medium,Low
9.6,65.1,56.5,Medium,Low
3.3,119.7,67.5,Easy,Low
6.0,108.0,59.0,Hard,Low
5.5,21.8,32.5,Easy,Low
12.8,19.4,32.1,Easy,Medium
18.5,17.3,0.3,Hard,High
11.6,54.7,48.8,Medium,Low
9.4,15.4,26.4,Medium,Medium
4.4,18.7,56.2,Medium,Low
6.2,42.4,59.9,Hard,Low
11.4,18.6,19.4,Medium,Medium
1.5,134.2,96.7,Medium,Low
12.2,30.3,47.2,Easy,Low
6.4,8.7,0.5,Medium,High
15.0,18.3,0.7,Hard,High
5.6,79.4,59.4,Easy,High
4.1,71.8,80.6,Hard,Low
12.0,25.0,39.5,Easy,Low
11.5,8.0,4.6,Hard,High
10.7,38.2,36.6,Medium,Low
5.1,50.3,47.2,Easy,Low
9.2,52.8,40.9,Medium,Low
3.0,153.1,56.7,Easy,Low
13.5,10.9,18.9,Easy,High
8.9,17.3,30.8,Medium,Medium
15.5,8.0,37.2,Easy,High
4.9,16.1,48.5,Easy,Low
8.6,71.9,67.4,Hard,Low
13.1,51.0,47.3,Easy,Low
13.5,14.1,61.1,Medium,Medium
13.4,43.2,57.8,Easy,Low
10.6,3.6,31.2,Easy,High
7.7,18.7,10.5,Hard,Medium
7.7,12.9,48.3,Hard,Medium
8.9,57.6,31.6,Hard,Low
9.6,19.9,18.6,Easy,Medium
14.3,27.7,61.8,Easy,Low
1.8,131.1,95.3,Easy,Low
5.5,115.3,60.7,Hard,Low
7.2,13.0,62.4,Easy,Low
3.8,17.5,68.8,Easy,Low
14.8,4.2,12.9,Medium,High
5.1,7.0,6.4,Easy,Medium
8.8,73.6,45.2,Medium,Low
14.8,24.9,44.7,Medium,Medium
10.6,10.7,61.8,Easy,Medium
2.3,92.3,57.4,Easy,Low
5.0,17.3,63.7,Hard,Low
19.1,11.1,2.7,Easy,High
8.6,28.2,63.1,Hard,Low
18.3,16.6,13.1,Medium,High
3.3,43.5,48.3,Medium,Medium
1.7,74.8,52.2,Medium,Low
9.9,83.3,93.6,Easy,Low
10.8,6.2,18.8,Medium,High
8.4,3.5,22.5,Medium,High
11.8,34.5,52.4,Hard,Low
14.1,11.8,17.8,Easy,High
8.6,13.6,23.8,Hard,Medium
18.5,4.3,10.6,Medium,High
10.1,10.4,10.4,Medium,High
1.1,56.0,46.7,Easy,Low
7.9,115.1,79.0,Medium,Low
3.3,154.6,62.9,Easy,High
14.4,16.2,3.8,Hard,High
8.5,50.4,79.6,Easy,Low
9.7,19.9,23.2,Medium,Medium
6.1,156.9,83.1,Easy,Low
9.4,144.1,83.3,Easy,Low
10.3,19.7,61.2,Hard,Medium
6.0,13.6,67.6,Hard,Low
4.6,108.2,64.8,Medium,Low
6.1,100.8,85.1,Hard,Low
14.4,50.0,24.3,Medium,Low
8.4,99.5,75.5,Medium,Low
2.0,53.9,67.0,Hard,Low
5.7,145.2,54.2,Easy,Low
10.1,28.9,21.7,Hard,Medium
10.2,27.7,27.6,Hard,Medium
8.3,101.4,75.6,Easy,Low
9.2,140.5,80.3,Hard,Low
2.3,161.6,89.2,Hard,Low
16.8,12.8,14.8,Medium,High
8.2,34.7,54.1,Hard,Low
13.6,4.1,10.1,Hard,High
7.4,15.8,3.5,Easy,Medium
7.2,63.4,70.6,Easy,Low
18.0,2.1,37.6,Hard,High
7.1,23.8,49.3,Easy,Low
7.5,13.0,28.4,Hard,Medium
8.3,44.7,67.9,Easy,Low
8.5,142.0,50.1,Easy,Low
2.5,126.7,99.0,Easy,Low
1.8,94.9,45.7,Easy,Low
10.4,8.7,6.5,Easy,High
3.4,97.1,67.9,Easy,Low
8.1,149.1,93.6,Hard,Low
13.0,11.1,33.5,Easy,Medium
13.3,9.7,12.8,Medium,High
14.7,5.9,19.1,Easy,High
9.9,0.9,11.8,Hard,High
9.9,26.1,44.2,Medium,Low
3.0,166.8,81.4,Easy,Low
4.9,118.2,46.1,Medium,Low
3.7,68.3,43.7,Hard,Low
4.5,11.3,46.5,Easy,Low
8.2,68.0,81.8,Medium,Low
17.2,12.9,28.4,Easy,High
13.1,19.7,31.1,Hard,High
10.8,41.4,39.8,Easy,Low
7.3,82.4,68.4,Hard,Low
5.6,12.2,39.8,Medium,Medium
10.5,3.4,14.6,Hard,High
1.8,102.8,54.0,Easy,Low
1.0,143.7,70.3,Hard,Low
5.8,76.7,86.4,Easy,Low
4.3,19.7,31.6,Easy,Low
7.2,11.8,42.8,Easy,Medium
16.0,11.7,33.4,Easy,High
11.3,16.0,16.1,Hard,High
2.4,99.6,81.2,Easy,Low
8.7,41.7,42.0,Hard,Low
5.1,34.8,58.0,Medium,Low
8.1,145.7,97.8,Easy,Low
14.6,40.2,56.9,Hard,Low
8.2,66.8,89.9,Hard,Low
13.4,43.8,23.1,Hard,Medium
6.3,123.0,94.6,Easy,Low
16.2,12.3,3.6,Easy,High
11.0,4.6,33.5,Medium,High
13.6,58.0,25.9,Medium,Low
1.2,48.6,94.7,Medium,Low
12.0,16.9,20.6,Hard,High
4.9,166.1,91.4,Medium,Low
6.7,86.2,97.3,Medium,Medium
2.4,58.9,52.3,Hard,Low
5.8,53.0,60.1,Medium,Low
7.7,3.0,11.4,Medium,High
6.7,47.4,82.8,Hard,Low
12.1,11.1,26.2,Easy,Medium
14.5,17.2,10.8,Hard,Low
19.6,10.2,2.5,Easy,High
2.0,157.4,89.7,Easy,Low
10.9,19.7,41.9,Hard,Medium
11.4,41.4,34.1,Hard,Low
5.1,55.2,38.4,Hard,Low
5.6,11.4,30.4,Medium,Medium
8.7,143.4,45.9,Medium,Low
19.7,14.2,18.4,Medium,High
7.6,128.2,94.0,Medium,Low
8.4,164.7,76.8,Hard,Low
5.1,85.9,77.0,Easy,Low
15.9,3.4,15.7,Hard,High
1.6,148.7,49.7,Medium,Low
9.8,48.3,60.3,Easy,Low
9.3,146.5,45.3,Medium,Low
8.2,109.1,46.6,Easy,Low
17.7,1.0,32.0,Medium,High
11.2,18.0,38.0,Hard,Medium
2.6,126.6,91.6,Medium,Low
19.2,3.1,33.1,Hard,High
8.0,116.8,58.8,Easy,Low
6.6,61.9,94.1,Easy,Low
10.0,9.3,36.3,Easy,Medium
15.0,2.0,16.2,Easy,High
7.9,104.5,56.8,Medium,Low
8.4,4.4,24.4,Easy,High
5.5,6.4,38.6,Medium,Medium
1.5,85.2,69.7,Hard,Low
8.0,132.3,62.8,Hard,Low
3.9,139.7,45.9,Easy,Low
4.2,82.5,53.1,Hard,Low
8.5,13.4,20.4,Easy,Medium
6.3,68.6,50.5,Medium,Low
12.6,28.1,22.7,Easy,Medium
19.5,1.4,37.3,Hard,High
17.0,7.2,9.6,Easy,High
4.9,56.6,65.8,Easy,Low
13.9,1.0,5.1,Medium,High
13.9,59.1,21.2,Medium,Low
6.5,146.7,96.3,Easy,Low
11.2,47.0,59.4,Easy,Low
4.7,24.7,62.7,Easy,Low
8.1,20.4,49.5,Medium,Low
5.1,7.6,22.1,Medium,Medium
19.8,9.8,3.8,Hard,High
2.4,99.0,51.3,Easy,Low
3.0,137.1,67.1,Hard,Low
9.1,1.7,38.9,Hard,High
8.7,36.7,66.2,Hard,Low
11.0,32.9,58.5,Hard,Low
7.2,103.4,64.9,Hard,Low
9.4,114.1,45.6,Hard,Low
1.2,106.9,48.7,Easy,Low
5.6,47.3,90.1,Easy,Low
11.3,47.3,48.8,Easy,Low
7.9,3.8,33.3,Medium,High
7.3,40.3,68.8,Medium,Low
9.6,53.5,65.3,Hard,Low
4.8,148.5,46.5,Medium,Low
10.1,10.2,2.9,Hard,High
9.6,56.7,61.1,Medium,Low
10.0,111.8,68.7,Easy,Low
4.9,10.2,25.0,Medium,Medium
10.7,30.8,63.8,Hard,Low
19.0,13.5,20.4,Hard,High
16.4,16.6,11.7,Easy,High
6.9,16.6,68.3,Medium,Low
9.6,19.3,33.8,Easy,Medium
6.8,49.9,52.7,Easy,Low
3.3,31.0,27.0,Medium,Low
8.4,12.1,35.0,Easy,Medium
10.7,24.5,69.7,Easy,Low
15.6,11.1,11.0,Hard,High
9.8,3.7,4.1,Easy,High
16.7,13.0,2.9,Hard,High
15.0,4.6,0.5,Easy,High
1.1,102.4,73.1,Hard,High
10.5,31.9,63.7,Easy,Low
3.8,132.4,60.6,Medium,Low
2.0,92.0,51.5,Easy,Low
7.4,165.4,56.4,Medium,Low
17.1,8.8,12.6,Easy,High
8.8,5.9,26.8,Easy,High
14.7,25.0,69.6,Hard,Low
7.6,93.8,41.3,Medium,Low
7.6,40.4,54.2,Hard,Medium
6.9,10.9,51.8,Medium,Medium
7.0,85.3,85.0,Medium,Low
10.0,11.4,15.1,Hard,High
5.7,47.9,25.2,Medium,Low
13.9,57.9,68.4,Medium,Low
6.1,13.8,21.8,Medium,Medium
9.9,39.5,48.1,Easy,Low
19.9,13.2,3.6,Easy,High
8.9,57.7,64.1,Easy,Low
6.2,102.8,54.5,Hard,Low
7.3,29.5,57.5,Hard,Low
10.2,55.6,48.7,Hard,Low
8.1,12.8,9.8,Medium,Medium
11.4,3.8,35.2,Easy,High
8.2,19.2,22.6,Medium,Medium
3.4,18.2,56.4,Easy,Low
2.7,92.3,82.5,Hard,Low
5.6,105.7,64.8,Easy,Low
7.7,105.7,49.6,Medium,High
13.9,4.9,20.0,Easy,High
9.8,23.5,46.9,Hard,Medium
7.0,33.7,41.5,Medium,Low
5.9,53.1,73.0,Hard,Low
5.2,19.2,33.4,Medium,Low
6.4,15.3,26.2,Hard,Medium
14.4,19.3,33.3,Hard,Medium
7.1,146.6,84.1,Medium,Low
15.9,2.5,34.9,Easy,High
18.5,2.1,29.0,Hard,High
6.4,47.2,47.8,Hard,Low
6.5,25.2,60.0,Easy,Low
16.7,3.7,6.3,Medium,High
5.4,13.7,38.4,Medium,Low
7.9,45.2,53.9,Medium,Low
14.2,57.3,35.2,Easy,Low
2.9,45.5,94.5,Easy,Low
1.3,159.5,90.2,Easy,Low
12.2,43.6,30.2,Hard,Medium
5.7,18.3,8.5,Medium,Medium
4.3,52.4,26.5,Easy,Low
1.8,136.8,64.6,Hard,Low
7.3,56.1,55.3,Easy,High
14.3,7.4,22.8,Hard,High
7.9,50.5,25.3,Medium,Low
12.3,32.7,63.1,Easy,Low
5.7,3.2,18.5,Hard,High
7.0,43.7,91.6,Easy,Low
6.1,3.8,19.0,Hard,High
12.3,20.6,47.6,Medium,Medium
14.9,30.9,35.5,Hard,High
8.8,99.8,96.1,Medium,Low
5.2,87.1,63.8,Medium,Low
12.5,24.1,41.1,Hard,Medium
10.0,12.4,54.9,Hard,Medium
12.1,12.1,33.3,Hard,High
3.4,82.9,45.9,Medium,Low
4.0,82.3,80.3,Easy,Low
11.2,17.9,5.4,Medium,Medium
3.4,67.4,57.8,Hard,Low
15.4,13.8,28.9,Medium,High
4.3,121.4,62.2,Medium,Low
6.1,13.8,30.6,Hard,Medium
7.1,87.1,81.6,Hard,Low
1.2,135.7,67.3,Hard,Low
7.1,14.5,23.3,Easy,Medium
9.0,12.0,30.0,Easy,Medium
17.6,3.8,0.4,Hard,High
8.4,67.6,83.6,Hard,Low
6.5,10.9,1.8,Medium,Medium
14.4,26.2,64.2,Medium,Low
7.9,43.8,68.1,Medium,Low
3.4,116.4,79.3,Easy,Low
11.6,38.2,35.3,Medium,Low
7.5,29.7,47.3,Hard,Low
5.0,122.0,52.1,Easy,Low
5.3,137.5,51.9,Easy,Low
8.0,13.4,66.6,Medium,Low
1.2,55.0,77.1,Hard,Low
5.4,4.1,14.4,Hard,High
9.4,19.3,33.9,Hard,Medium
7.7,29.2,22.1,Hard,Medium
11.0,47.9,47.8,Easy,Low
9.5,124.6,98.6,Medium,Low
8.5,2.9,36.8,Hard,High
13.4,25.0,25.3,Hard,Medium
11.7,15.5,46.1,Easy,Medium
8.7,72.3,97.9,Medium,Low
10.3,24.3,28.2,Easy,Low
8.0,101.0,70.8,Easy,Low
7.7,118.3,75.6,Medium,Low
1.6,122.9,45.7,Hard,Low
7.7,58.0,54.3,Medium,Low
5.1,161.4,71.2,Medium,Low
5.6,48.3,32.9,Medium,Low
13.0,23.5,34.7,Medium,Medium
14.6,51.8,41.1,Medium,Low
5.1,18.7,32.1,Medium,Low
4.3,13.9,20.0,Easy,Low
13.3,8.1,6.9,Hard,High
5.7,13.5,34.1,Easy,Low
7.7,79.0,47.1,Hard,Low
8.3,150.6,56.0,Hard,Low
15.6,11.1,10.2,Hard,High
6.1,0.5,6.2,Easy,High
7.1,34.4,60.7,Easy,Low
7.9,115.4,67.0,Hard,Low
7.8,19.0,45.9,Medium,Low
6.1,101.8,66.3,Hard,Low
1.3,69.3,58.9,Easy,Low
4.2,78.2,43.1,Hard,Low
4.2,47.7,49.2,Hard,Low
7.7,70.4,95.3,Hard,Low
4.8,68.9,40.4,Medium,Low
4.5,129.4,75.7,Hard,Low
4.9,18.3,54.0,Hard,Low
9.4,47.0,22.4,Medium,Low
11.7,49.4,66.3,Medium,Low
8.7,1.4,25.5,Hard,High
3.9,162.5,80.9,Hard,Low
15.8,5.3,1.7,Easy,High
3.3,51.6,41.4,Medium,Low
11.7,52.7,67.8,Medium,Low
2.7,83.2,80.1,Easy,Low
15.7,19.0,0.5,Medium,High
8.9,156.4,58.1,Hard,Low
19.2,9.9,7.0,Medium,High
6.0,134.9,65.7,Easy,Low
10.0,34.8,46.7,Easy,Low
13.3,26.2,37.8,Easy,Medium
7.1,46.4,60.9,Medium,Low
17.1,10.3,11.9,Hard,High
7.9,12.1,64.0,Easy,Low
7.5,9.3,25.8,Easy,Medium
2.6,93.1,77.1,Easy,Low
14.5,10.9,50.1,Easy,Medium
9.8,19.0,30.1,Hard,Medium
7.8,48.8,28.4,Hard,Low
10.0,8.9,25.9,Hard,High
10.3,21.4,36.3,Hard,Medium
7.4,53.2,68.5,Hard,Low
4.9,37.3,57.1,Hard,Low
3.8,20.0,27.7,Hard,Low
12.4,25.9,22.0,Medium,Medium
14.4,29.0,45.3,Medium,Medium
10.7,16.4,22.3,Easy,Medium
11.0,7.2,23.3,Hard,High
18.3,18.9,31.1,Medium,Medium
4.8,40.1,53.3,Easy,Low
12.7,16.0,59.3,Medium,Medium
16.2,15.6,31.7,Hard,High
2.4,158.8,98.2,Medium,Low
4.3,116.7,68.8,Easy,Low
12.8,16.0,37.4,Easy,Medium
14.1,46.8,58.8,Hard,Low
20.0,12.1,26.0,Hard,High
15.5,11.5,34.9,Hard,High
9.1,34.0,52.2,Medium,Low
12.2,51.7,45.2,Easy,Low
15.8,2.3,38.3,Easy,High
10.5,15.8,32.6,Medium,Medium
13.7,10.3,39.2,Hard,High
4.8,122.7,99.6,Hard,Low
13.5,21.1,46.8,Medium,Medium
4.5,51.5,67.4,Easy,Low
7.8,56.4,30.7,Medium,Low
3.0,59.8,51.3,Easy,Low
9.2,107.3,92.8,Easy,Low
7.4,10.6,45.4,Hard,Medium
11.9,37.6,33.4,Hard,Medium
14.9,38.4,61.8,Easy,Low
7.9,27.2,49.5,Medium,Low
18.3,16.2,28.8,Medium,High
7.2,9.6,20.2,Hard,High
16.4,6.9,15.0,Easy,Low
4.8,117.1,81.4,Medium,Low
14.8,19.1,23.3,Hard,High
6.6,3.6,21.6,Easy,High
15.0,25.7,29.5,Medium,Medium
3.0,30.0,61.5,Easy,Low
14.3,8.2,17.6,Hard,High
7.2,41.8,46.7,Medium,Low
5.8,51.7,62.6,Easy,Low
3.2,70.0,97.9,Medium,Low
10.8,12.4,31.6,Hard,High
5.4,57.1,68.6,Hard,Low
6.6,128.4,46.1,Hard,Low
10.3,58.8,23.9,Hard,Low
6.7,133.4,99.2,Hard,Low
16.7,17.3,15.6,Medium,High
10.0,98.7,99.8,Easy,Low
9.7,10.9,19.6,Easy,Medium
3.5,59.8,48.2,Easy,Low
11.5,47.3,69.1,Medium,Low
5.4,122.7,87.6,Medium,Low
5.4,16.4,33.1,Easy,Medium
12.5,17.6,7.2,Hard,High
8.1,163.2,95.1,Easy,Low
13.7,12.1,36.5,Hard,High
17.4,6.3,1.0,Hard,High
5.0,11.2,10.8,Medium,Medium
15.8,18.2,27.5,Hard,High
6.6,110.2,99.5,Medium,Low
5.0,94.2,95.9,Hard,Low
7.0,49.8,31.2,Easy,Low
7.1,27.2,24.3,Hard,Medium
6.8,52.6,65.1,Medium,Low
9.5,19.3,37.5,Easy,Low
10.0,2.5,11.0,Medium,High
4.8,126.0,60.9,Easy,Low
4.9,130.4,99.7,Easy,Low
3.7,146.9,83.5,Easy,Low
18.2,2.3,2.3,Medium,High
5.8,4.6,29.1,Medium,High
9.0,65.5,71.5,Medium,Low
7.0,8.9,38.7,Hard,Medium
8.7,154.7,92.4,Medium,Low
7.0,144.7,49.5,Medium,Low
3.2,126.4,73.3,Hard,Low
6.2,45.1,34.2,Hard,Low
7.4,78.7,47.6,Easy,Low
15.4,19.9,33.9,Easy,Medium
12.5,43.2,22.7,Easy,Low
19.7,19.9,4.2,Hard,High
7.5,56.6,53.0,Easy,Low
3.1,56.2,32.0,Easy,Low
4.8,108.0,84.8,Hard,Low
3.6,46.6,58.7,Hard,Low
11.6,36.9,50.3,Hard,Low
14.7,13.5,65.5,Easy,Medium
9.3,137.6,61.1,Hard,Low
12.6,9.5,15.5,Easy,High
7.8,26.3,56.2,Medium,Low
9.3,11.0,25.5,Easy,Medium
